,TIME,DATASET,FEAT1,ENTITY,NDSIG1,NDSIG2,NDNON1,NDNON2,CHIFEAT,CATSIG1,CATNON2,BATCH1,BATCH2,LONG1
29_6,6,1,387,29,12.63574622479354,6.362871146347287,8.994423756446375,16.378741719689284,6.57949811727788,b,3,22.894077716545862,20.946211306915252,17.008537813209767
29_8,8,1,408,29,8.952329503125293,4.019402515737242,9.444246940592206,18.771035474687178,0.03271593803443521,b,1,17.292483018245477,20.725355201706773,19.15788406435149
29_10,10,1,205,29,10.707820087353001,11.060891497331067,9.28201541929608,14.557204825868194,0.5240454585357887,a,1,21.32922264152092,21.51096926138028,23.30814672542768
30_0,0,1,592,30,13.204624261205776,12.678059931152195,10.213380415848944,18.94881014163958,1.1550677368114293,b,2,18.735580037416813,20.5668620365907,9.673365048802827
30_2,2,1,530,30,6.978775390066353,14.763744546106441,9.534809974979792,17.995870869666014,4.866222095871073,b,1,20.85808598777589,18.705576158508723,12.315779857345143
30_4,4,1,419,30,9.314975613492889,12.428487035467763,10.281988471544237,27.774871663950428,0.8160666395410977,a,2,17.842186852845238,22.14380399547216,14.398129234543376
30_6,6,1,603,30,10.578880224765978,9.855581056960856,10.602301867823593,24.25576050985515,2.3926892501238672,a,1,16.974169965593482,20.336695067816635,17.846985990084537
30_8,8,1,439,30,7.238431189614575,9.440814218814067,9.051801601865456,25.598425374170787,8.984507895772925,a,3,22.478603639951803,20.16045206942733,20.0779267270985
30_10,10,1,375,30,3.0111939930422604,12.812342884504588,11.342189463011556,24.541967785155084,2.1870676375931306,b,3,21.46728158225548,21.289566221693747,20.717915136931875
31_0,0,1,395,31,14.907067653843917,9.55266609915412,9.439042732914602,21.958506017715823,1.35150409302197,b,3,21.02223479741141,20.7837183840424,11.259694266651191
31_2,2,1,474,31,4.624841567387923,10.909022804595688,8.95689693144611,24.18986665879235,1.1206799143807464,a,3,21.06150423639749,20.4199480658182,11.534007659845152
31_4,4,1,441,31,13.790209452617653,12.277655037024113,10.10130358955517,19.069474982254242,0.1495233272351081,b,1,21.088116208870744,17.933769027823168,14.656603769264873
31_6,6,1,255,31,11.43278342344685,8.987249833153221,9.728467161513654,22.681672590861933,0.11723098755094144,a,1,17.93992498316427,20.48272850450081,15.38248092598459
31_8,8,1,327,31,10.6824791906979,7.636162966353313,10.893536669471114,21.467993167051322,3.15428256467385,b,2,20.91677287921745,19.299394812110876,18.484172633501636
31_10,10,1,231,31,4.46925935889239,7.451097442855136,10.879174471927993,17.126833994412948,0.18804719128408065,a,3,19.999338321731532,18.915122678070308,21.451134927473518
32_0,0,1,536,32,7.665988833603652,8.738004473761478,8.974788710060881,18.42701361095145,7.753117771926734,a,2,20.951248728998067,20.06344477778131,8.64957811547016
32_2,2,1,605,32,11.953603571454574,8.898498057953699,9.37865287410582,15.796663448967857,0.6832533481115096,a,1,16.918249727049194,19.469338732805298,11.958596398715756
32_4,4,1,456,32,16.40358957902344,7.896795026631878,10.227869141820475,20.779327800888314,0.6340304436735337,b,1,16.870242754503508,20.514602737763393,15.87779051223337
32_6,6,1,463,32,5.654921562096563,6.485230401959688,8.323978486436541,16.55109522208054,0.4908930457019587,b,1,20.939606880679918,20.317452782766786,17.71043745489935
32_8,8,1,463,32,9.141568344346815,12.809141447065345,10.907222879992249,20.39890204879579,9.504636410175324,b,3,17.85502737725648,20.552836758024164,21.643526533364128
32_10,10,1,376,32,11.461689410143547,15.302046135154843,11.375315057415536,22.869114137385576,6.182308302701323,b,2,18.69404188952809,19.441027156435997,21.30213207623645
33_0,0,1,477,33,10.205077832942525,7.037215816160062,9.318687922414263,18.748919588973674,9.88253721789665,b,1,18.525151930570757,18.402781525631045,10.459524468507372
33_2,2,1,394,33,16.13604071706173,12.525799466366212,10.709121165068417,19.064822939765573,5.0573256728583935,b,1,17.96339890114576,19.08807611633081,11.471738170158734
33_4,4,1,433,33,9.920751330979321,10.635886520331558,10.717399559405642,27.556623925248665,0.7067242554598459,b,3,21.026502253958462,20.313883657231766,15.751660495235916
33_6,6,1,432,33,11.738731150210363,3.6399782495327244,10.090295565062542,21.1301824195446,5.393441957530044,b,3,16.604558334507626,20.204460691993635,15.2087528154101
33_8,8,1,266,33,5.335404858584188,9.565072928089181,8.749183379634243,21.859819718390096,0.7784324100478338,b,1,22.4302572214466,18.564869360757907,18.794989173369967
33_10,10,1,246,33,11.53837067859628,9.595526518938897,9.518525904048222,10.774177737356066,1.1798301706235101,b,2,19.62667274219119,19.441286203499303,21.388852757730515
34_0,0,1,504,34,11.092522933040778,13.116680257821866,11.513826780350664,20.471407783268006,0.8486866619991813,b,3,18.190261014891234,20.568050602736143,9.579828005815997
34_2,2,1,696,34,11.720545324808779,7.517322457113178,9.647725938112913,9.343668507507285,1.8942942002794152,a,3,21.660958286914042,18.88512188005693,12.335280788408102
34_4,4,1,432,34,10.53460569239722,6.885091972647223,10.218139911083044,21.482102623893837,0.49928759377118126,b,2,19.695286760072193,20.366379602760198,15.78632885185686
34_6,6,1,508,34,6.588979559076099,9.589861435870867,9.564896567783018,19.184754156254673,1.6931860037696735,a,1,18.690927162690144,19.214374515487993,18.995010218569895
34_8,8,1,429,34,6.319616053712478,13.578855355128571,10.828589724651922,17.889492039445194,0.1435532384515242,b,1,20.15558438590219,19.71063291485092,17.646411608059676
34_10,10,1,349,34,8.255839386408445,8.02425194012664,10.002215507005262,18.510818817225516,0.668159412247917,b,2,20.456062523566747,19.409008702438438,19.958444919214465
35_0,0,1,508,35,12.616039169220858,7.296641885404291,8.995070319045718,20.346798872636207,2.0050839723338334,a,2,15.181434243062485,20.737822092332237,11.076416275097765
35_2,2,1,390,35,7.6377251651195035,10.265654727671558,10.634093948750516,21.47450875254417,3.106157984129138,b,2,20.904592804516533,20.671453843063052,13.513734341519967
35_4,4,1,277,35,9.60529756247993,8.99329420934652,9.777056579665627,16.889079334075507,0.4080520675844379,b,3,19.80187102355495,18.831886078238472,14.383039184634852
35_6,6,1,251,35,13.452336045775834,8.732422972172836,11.003704027441223,13.491984675961403,0.831101963146681,b,3,19.77483981017011,20.655361102463967,13.112963923569117
35_8,8,1,275,35,7.099831459128396,8.84439136681101,9.60483186319525,17.38674837994741,1.9770052697844251,b,2,18.352278314043726,18.940490955517976,20.702228503610865
35_10,10,1,256,35,9.186882613680378,7.800099994939859,9.500904178950156,17.978310701194818,2.2381613493430437,b,2,19.331988328550004,20.33567682278519,23.344628224321177
36_0,0,1,668,36,10.320603955685913,10.64630467927837,8.83091113091161,15.334084943448117,1.0941303835393055,b,2,21.076975175255157,19.218402640499992,8.680877767987806
36_2,2,1,561,36,11.569763502661115,8.792382613023038,10.24842036882103,15.613327553090722,0.5068135377672254,a,1,20.074309547481047,19.733574974541877,11.633397558727374
36_4,4,1,572,36,7.013023855347784,7.387268127541379,10.944520947408453,27.879200910835788,2.578432458823875,b,1,22.862869542472602,21.380296653828843,15.943765641882958
36_6,6,1,471,36,-0.30403743204484,10.11083903854384,10.13874795335909,15.771623144597697,0.5985830370571033,a,1,22.19197792437087,20.644205089543803,16.038900272220392
36_8,8,1,477,36,11.515724106290564,9.55318912726348,10.365315470137405,19.92484563112088,0.43843403474973053,c,2,20.91793109854618,21.6342366098413,17.333911221089217
36_10,10,1,448,36,4.936162344993664,8.872469431351128,10.82193706241908,25.70448468831771,0.4418779592288619,b,2,20.339272796058932,20.113503661575024,23.886984924970697
37_0,0,1,398,37,9.822489209110767,11.16260671954542,10.10364852533178,21.235068324673385,0.8346782853216684,b,2,20.43461339751001,21.138194465337968,10.321996387991309
37_2,2,1,378,37,13.583798998166266,8.581392174068121,9.186256256108726,25.67030519319119,11.740045972525857,b,2,20.488181687546067,21.436376380807882,11.851283227979172
37_4,4,1,400,37,10.244454430524971,16.707702999135805,9.33885046475141,9.85247327434034,3.5793395714923193,b,3,20.577699911009397,20.077511985252702,13.507792661245663
37_6,6,1,284,37,3.4397441337745693,12.737472008067318,10.69039227869886,17.34468107785158,1.8292390198811974,b,3,19.933936955774378,21.331274912943073,18.292062398299393
37_8,8,1,284,37,9.26988677182679,12.101295196959649,11.121083703533968,21.985033008628804,0.5321697603257142,b,3,18.37927865842344,19.247143121364243,18.60035771284069
37_10,10,1,150,37,6.464915428119092,4.497459854213627,10.68251737127839,19.22427465415472,0.7529341047687327,b,2,18.799803152868698,19.067162214224687,17.67618823703708
38_0,0,1,620,38,8.230661038281045,8.092261523778392,8.91569743159817,20.26558431524176,3.1540291225583044,a,1,17.15482729945288,20.061733420870198,11.389507372323576
38_2,2,1,714,38,9.514363113537499,8.019664331573766,11.735524376288316,17.475077079804432,2.4027925480827155,a,1,17.331731288747562,20.227219342146142,10.986185282162515
38_4,4,1,477,38,13.022177082460567,9.875810497226915,10.88506306184208,25.141696911863193,3.548015660149553,a,1,19.549310510673553,20.594926757645748,13.612604123236247
38_6,6,1,531,38,14.356543319744441,13.544270049215694,10.55909107103257,19.177458422732112,3.254454564020079,b,2,22.254438882134984,18.653637587609357,13.744362580057677
38_8,8,1,401,38,9.346798116088323,8.0985617768244,9.603377999289155,26.039804759403324,1.4069302333869949,b,2,20.42864143348461,19.28308243734837,21.73144026551746
38_10,10,1,375,38,10.06206661295537,14.42974829432304,9.978770703846081,23.103640314929002,0.6792742209675647,b,2,17.40483415661248,19.3964895297758,19.22892676669371
39_0,0,1,578,39,10.048089066700754,16.885571650358973,8.711061724619679,16.910289650171666,4.75871329165096,b,1,19.190185411203153,19.966267416082935,10.449674974783473
39_2,2,1,435,39,10.804944441019282,11.071696122364928,9.599080220544048,18.167387467354793,0.9900987720173392,a,3,17.246644174341796,18.743983023729736,11.268056754859714
39_4,4,1,415,39,11.321078527255954,4.808678421828734,10.99719662822849,22.52037135050405,0.6016426479550478,a,3,19.50138977484327,19.637003243645903,13.79100660127179
39_6,6,1,284,39,13.337975359897476,10.629619900648258,11.158122083951152,28.111108986354502,0.15790285784654337,b,2,21.9306893452456,20.325590523543973,16.982924236651748
39_8,8,1,356,39,6.211502160105546,12.270571400436005,12.012022122235404,13.678824183601396,0.5941403752152127,b,1,20.46476076701969,20.944317135861674,21.7841742870115
39_10,10,1,400,39,7.451473052613859,10.023089569707322,9.971177887820453,19.601077374869085,1.1895529798094078,b,2,19.55134219546507,21.868242639569264,22.3643027865022
40_0,0,1,368,40,8.148078514343622,8.526107329602947,9.93152459336502,20.06970709947107,2.5123206894112813,b,2,18.772363956797193,19.08168047801628,9.835244717460716
40_2,2,1,428,40,13.741993016683336,8.344061794469638,10.431324872147128,25.31310526449429,4.641556584089571,b,2,21.212533375283098,19.100289878970383,12.850789358789264
40_4,4,1,414,40,7.520029310349516,7.644993839158051,8.688416560798098,22.47732925927182,0.972272584188057,b,2,21.117815259706127,20.063942497095546,15.219385085086543
40_6,6,1,326,40,5.127367068413237,10.062667705495565,10.292472707214088,17.54428609067398,1.2325933270589138,a,2,18.081366522601922,19.93673918760249,17.16061019224546
40_8,8,1,234,40,10.861027401489721,10.551157342864627,9.07307427143172,25.98363293231611,0.5940687006561085,b,2,21.558685271619577,19.773597549064192,16.088724044929528
40_10,10,1,298,40,15.11294371834378,10.108809025921524,11.101022401522554,25.242205461514445,1.1579795524526613,b,3,19.09217613572969,20.625442672566326,25.435347821523372
41_0,0,2,493,41,10.618631540948618,20.83899298601377,8.078445057182916,19.68187904045747,0.4856358018114254,a,2,22.539309707665954,18.567955427475155,11.655248944754666
41_2,2,2,467,41,14.571638181289234,20.70534484419055,9.798521291699231,20.897873234941652,2.119367024104924,c,3,19.979476118597315,20.171019820183016,13.833813909207464
41_4,4,2,457,41,8.99609109532897,29.08248955085685,11.624680185642964,14.70849631380881,6.505312652107802,c,3,19.578697810837674,20.492186599401325,15.363698431549949
41_6,6,2,345,41,16.706703318682802,21.435321813619797,9.822850545509963,29.876898425521084,5.895947602867052,a,1,20.558697772995142,20.96455802852598,16.38017419034225
41_8,8,2,337,41,13.349679853662288,26.80698008982763,9.952246645736817,16.402245554279332,6.325055476112185,a,1,19.447501273482327,18.190948840311762,22.708396733899043
41_10,10,2,401,41,18.11057255045151,21.364446820663158,9.445574782429073,22.526312451459578,1.7484745395485304,a,2,19.929259511753706,19.286751631471237,20.34955343789053
42_0,0,2,503,42,16.56776367032485,18.670008459302977,10.868703620703878,37.97871125469643,3.6256378219131076,b,2,19.645340411951842,19.152871664817848,11.704614468402061
42_2,2,2,515,42,9.941261873808445,21.136256252421326,9.720553271008512,19.97815226228805,3.167436942381786,b,1,20.482499307716118,20.74844550144926,10.589501853025558
42_4,4,2,437,42,15.222380445095196,20.631222285205798,11.687548736007976,11.956408628232683,3.793777627688658,c,1,19.587414690017926,19.72181015260248,16.731177308460992
42_6,6,2,427,42,11.513112110932825,19.060493802485674,8.550865759280379,24.61109318406129,7.2038921558844295,a,3,18.300118811021832,19.61347522127556,19.004708821038303
42_8,8,2,581,42,11.376711529112153,21.038436880722184,11.214560151876471,17.992863522264045,3.0478428319405864,b,1,19.607547912279664,21.597360763053075,24.7091052235414
42_10,10,2,527,42,15.738800414532609,15.09705963440838,7.958721761469679,26.484376633902237,0.7036295216500481,b,3,19.136359840642392,20.879352135412,16.225750308998528
43_0,0,2,446,43,7.591410561092654,19.025819712728545,10.340652554786157,23.912745531992453,2.3382683054621896,c,2,21.0074389881178,20.268339253641475,7.146963147736359
43_2,2,2,453,43,8.519263470235213,20.929723099483997,10.147061350154868,24.925413350144193,3.9319648512966805,a,2,21.174975167463526,19.799592256003407,13.385483351424808
43_4,4,2,398,43,15.368097319634536,15.998605180563889,9.093384732326014,28.411046612933767,1.4566924348890185,a,3,20.44478408138433,21.282956978585855,14.02098765909034
43_6,6,2,297,43,17.685752028282476,16.628739225340905,8.618887856193782,26.085803578247464,1.0760396557335994,b,3,19.670871932655317,20.43377034337035,18.068960110300182
43_8,8,2,370,43,13.794483143010147,18.940075250033075,7.87551746616219,28.92828411261331,1.0393787497138804,c,3,19.644323958535175,20.197538348371513,20.96059822019141
43_10,10,2,333,43,12.497118001037398,21.130797087145467,10.208632369912728,22.87659109772512,3.4379476115090486,a,3,20.390388178786054,21.338259245631182,20.07152871585849
44_0,0,2,395,44,7.848273581805236,22.128361301856845,10.341415737168619,24.915266197824177,1.0173405603370733,b,2,20.240135039418668,20.371860936301314,12.001165844056835
44_2,2,2,372,44,11.977353039992828,24.100909238463036,10.968652916516083,29.995556365234222,2.428532790400473,b,3,18.736779012383067,20.95157433455145,10.528328136408945
44_4,4,2,287,44,13.142151748577048,20.85360722654376,10.812883965214414,23.81284060938401,1.1267089357628008,b,2,19.972282003266816,20.91664140877108,15.216523551930047
44_6,6,2,354,44,10.771389645429588,21.616615242703926,9.772122780664628,23.741301851989974,4.283705619114409,c,3,20.028299119492587,19.693247299463835,20.754966175470216
44_8,8,2,356,44,16.582463359920926,17.596965691511592,12.151549731728302,17.930443688314508,0.566630571245502,b,3,19.83622043866016,20.857645866288248,24.854858527246172
44_10,10,2,345,44,8.054968123912055,18.72462688943952,10.95755382652738,33.82364887071945,2.5031097618489233,a,1,21.108720817992282,20.776949599406684,18.753229685644964
45_0,0,2,599,45,11.3511058701117,20.298464347802213,10.872106877282004,26.122611200466284,3.8825898724755117,c,2,19.48145912114727,21.155643350845224,7.410530578356474
45_2,2,2,566,45,6.551705682467954,20.948280935457873,9.647149024969899,19.774739643546884,1.9094837219549128,c,3,21.267453749527547,18.81826672636876,14.286875898945274
45_4,4,2,430,45,9.001076601555159,20.86353800156052,11.105986239399652,18.492222631297842,3.77303768965538,c,1,18.63624763483853,20.749202273285057,16.158550463757585
45_6,6,2,606,45,17.078537501117708,18.974766818121584,9.446298794036522,20.811362089272674,2.7293056555311286,c,1,21.415113970815128,20.126390834872165,16.648389070872394
45_8,8,2,510,45,9.981807171941607,20.96383958324773,9.741022188808076,12.723066625683094,1.0946180897586848,c,2,20.60859784856338,20.796890124945193,21.942945482922834
45_10,10,2,499,45,8.476830998359937,24.341109057447763,9.65376161290169,23.01109947304695,0.694649805714831,b,3,19.81288417374386,19.5061007383263,18.23354477482924
46_0,0,2,504,46,10.355171203120584,17.09711027435524,9.213644560847756,17.349686365768093,0.817942737255259,b,1,20.772473241732026,21.393718862780773,10.846048317257114
46_2,2,2,514,46,12.549335937973625,22.913837503628763,9.222821048311486,22.135918444019524,4.730365288050875,c,3,19.354018035105124,21.219235985106888,11.46864068891763
46_4,4,2,275,46,9.916574587729128,20.25797093400115,10.941127730063894,24.991395365809613,0.10997937142783797,c,1,20.95257444467581,18.925832835718367,15.989212776237965
46_6,6,2,499,46,20.087949701849293,24.10381360882539,8.845734565134842,18.09989446788675,0.5104454676580756,c,2,19.131796771291448,19.25786354962287,18.122663994822613
46_8,8,2,467,46,8.754368095961352,21.565344301665913,9.085666018298982,25.438484620158583,3.737234479047722,b,1,19.72866241754085,21.16174748362999,26.79858016602691
46_10,10,2,403,46,13.824742646520248,17.107476600130667,9.121878365675867,21.914814269504795,1.2873896618602994,b,1,20.893480689545065,21.54435593255256,18.86272139577759
47_0,0,2,600,47,16.137573097142003,21.197340932808622,11.20659337077878,19.947638113701267,5.944885195824066,c,3,21.485968583272538,21.178432674386997,12.894567029109787
47_2,2,2,595,47,10.547957657006638,20.54503757144094,11.582165153626281,23.376107085075013,1.2750751197178662,a,3,21.117984610263232,19.91129320138936,12.347313208488696
47_4,4,2,427,47,10.292669163162682,21.65302022078338,8.8375556514512,25.26781517936348,4.636155525722691,b,2,20.03283804129924,19.90046531525831,16.969409418552967
47_6,6,2,351,47,13.822426661920275,27.09559828043499,8.524445512225912,27.218817253898084,2.7349608678731445,c,2,20.4485074248626,21.039264849456018,21.600465279603846
47_8,8,2,492,47,12.961513660612102,20.216233580294798,10.451539208841742,25.166643944069918,2.8795295572817365,c,3,20.641923556366766,19.472799654033988,22.97637050423081
47_10,10,2,257,47,7.452025060392286,19.972196201694757,10.972720922559084,17.603488358139032,2.1966630687179887,b,2,21.09352880004917,20.212659409808627,19.174272153006722
48_0,0,2,673,48,9.232171712131395,22.66128039227586,8.584495701073825,23.21061629599521,1.3664003010420673,c,1,20.064768000369526,21.38939286193852,11.448188310306922
48_2,2,2,558,48,12.976774856970666,15.063874592960785,11.928688043453944,28.003489371718523,4.7050162217541525,c,2,20.09086857396398,19.672696719046407,12.250132336178735
48_4,4,2,476,48,9.260865959123636,19.352847276280936,9.91300410769063,14.297515909471894,4.282634897058996,a,1,19.56187339614923,19.020969582751643,15.821219913843132
48_6,6,2,395,48,13.951901755922592,13.736840326666583,10.328280652776943,29.31217347272562,1.5341822966818561,a,2,19.1465630130696,19.80811407318769,20.610789403961547
48_8,8,2,542,48,13.268155878463682,18.328320904198126,10.447353197773726,30.66296075896591,0.9587021179684627,a,2,18.460591766470095,18.921408841398744,20.852028141212433
48_10,10,2,415,48,15.429013499922897,19.011523811478565,8.920857266423399,30.030331338359705,9.102968245801819,b,1,19.677663395220886,19.254786281639387,15.670084564632715
49_0,0,2,368,49,18.953070630121786,17.88617131771295,11.467316219073908,22.651181316928486,1.1709738546073654,a,2,20.46039022221582,19.472083321009833,11.263322403047974
49_2,2,2,172,49,9.360720121470118,16.893662828087248,9.653000502772286,25.911835761113842,2.911898955769117,a,3,19.830651236831947,20.004655540233408,12.259051684687444
49_4,4,2,231,49,10.99963309155484,19.90391614115243,10.76120819759178,12.606036676735096,0.41291617206983877,b,2,20.866690511462554,18.315469969642116,15.919852338452257
49_6,6,2,165,49,18.680826897829768,22.242438599599897,7.237207970858015,30.9979238426071,7.562661494845355,c,2,20.496059653756596,20.482314208236204,18.411796641339887
49_8,8,2,214,49,13.89613467571425,17.79371260245866,10.024121050663615,8.286609681011969,0.5341179894035218,b,1,22.046210584319418,22.01759215455651,23.97973258642659
49_10,10,2,182,49,18.754009920555212,22.291415485657545,10.034029528643064,22.668017548424558,1.5000992887095619,b,1,19.388303626989785,19.91536130559145,17.270481801703788
50_0,0,2,524,50,14.713988565486243,18.300555486444786,10.621194652335515,10.78329307604877,5.601483462873316,b,1,19.312171647886554,18.93420779288895,15.283692246639301
50_2,2,2,324,50,11.570633653637863,25.455399920343798,10.617712816747176,15.675169369141429,1.920825288118922,c,3,20.062581549099274,20.176507787808312,11.416657635781748
50_4,4,2,322,50,10.401933702289103,19.339885069417512,9.892213512599414,21.154478603462575,6.002426300344349,b,3,18.073525941705604,20.17835015522749,17.16645707702137
50_6,6,2,217,50,9.308269158917751,24.992594119775603,9.930344733700336,25.55153329444002,0.2809128055266729,c,3,19.307780705265138,19.482239963541968,21.50226465992124
50_8,8,2,337,50,11.783706272017675,16.978324924813307,10.006681430541038,24.371645298825094,0.4359709660185829,b,1,19.199253538280452,19.805424242192405,22.038092384899077
50_10,10,2,339,50,11.707328588887306,23.723289180240723,10.810616244804361,28.35553176261203,2.2058916418507195,a,1,19.061925687185774,20.767421515841455,18.501992590932083
51_0,0,2,618,51,10.9896050268904,19.213061982608398,10.781625845982061,15.350245094206834,3.3890487958193223,a,1,21.518149469176137,18.481244586176686,12.386376837874545
51_2,2,2,436,51,17.345111949615728,23.111658212805416,8.736018739332316,22.627222314453302,1.8652792503512123,c,3,21.901798867318835,22.460261248832445,10.341877764694065
51_4,4,2,475,51,15.674238868156358,20.901586137687296,7.858361548686564,19.302305767283592,4.83685700151306,c,3,19.87614941461348,19.8604265701297,14.762588505939275
51_6,6,2,415,51,14.332252545477443,19.424210230484555,10.569903038066942,15.570397613889348,4.016075185487384,c,2,19.70215629147704,20.44414742847163,19.14136256573447
51_8,8,2,595,51,13.22657438956483,21.716531034674688,9.122941550911433,19.738492468061708,5.811503135858568,a,1,18.971697087066016,20.49074640115613,26.780771907811552
51_10,10,2,469,51,10.588996920190034,22.202940446180424,11.868863624571116,27.527293784140312,4.252890256860249,c,1,19.790428637794562,21.718164415418602,16.645728085017893
52_0,0,2,523,52,12.183251939258327,24.135533156013338,9.378039466673124,20.918776348463837,0.5500701033824781,a,3,20.27488880413446,20.90137851051977,14.288603048206248
52_2,2,2,459,52,6.479409683761588,15.942968565069886,11.527933665064987,26.90245673004503,1.6616795155846849,b,2,20.142523061957874,19.952981738762677,13.609069266477256
52_4,4,2,378,52,13.484116473877094,21.98751647837974,9.282129014470835,16.81089590317628,0.5655810493771772,b,1,20.643331282784857,19.365837413321835,14.281529784281867
52_6,6,2,360,52,13.840609942396618,20.752420155783472,7.186625924878175,23.63454309794616,2.4774899489136226,c,2,21.15425593493919,19.71519747666595,17.466838438020623
52_8,8,2,338,52,15.669790216223603,23.456838927891425,11.33766815947585,22.27095506905685,1.3840942955761641,b,3,19.260421050684247,20.676784587808672,22.96336896439638
52_10,10,2,394,52,9.308658808271016,22.170871828875224,11.079891834098214,14.017381035411502,3.1827980412239634,a,2,18.910040491580403,20.500261294038037,20.13215137835182
53_0,0,2,389,53,12.502681268863963,14.772590689202904,9.034810082083006,25.894126073436432,2.2116406107263287,b,2,18.892024647978715,19.790197104502298,14.23060836154653
53_2,2,2,361,53,15.566003912655724,23.162520410209275,10.337798360721212,28.080390725922527,8.321366458691394,c,3,20.395795776849717,17.875298242912326,11.850805067914045
53_4,4,2,374,53,10.711632572849934,21.073787616491625,7.785238808970288,20.62155422321254,1.367256001357584,b,3,21.145122682788127,20.142760726088813,14.704561408238977
53_6,6,2,212,53,12.427099313909798,22.679973404682507,11.16282723702411,19.524082680283332,0.7021417301373404,b,2,19.872594972442894,20.298608741680752,17.208920176646462
53_8,8,2,258,53,12.62725556280415,22.623262725018147,10.496883064672494,24.448150411117282,3.088620765760589,c,3,19.46725686098585,21.337092221107074,21.22494958116073
53_10,10,2,301,53,11.695938521371339,20.379325623942133,10.531273252908457,21.245777810340233,1.7697092393595346,b,3,18.436141407633322,18.123137051854524,19.022067408599447
54_0,0,2,505,54,12.604493122444644,19.074452830256117,10.812794912440518,22.799672210355446,5.163335538302369,a,1,21.487488740555207,20.387359683575042,12.627784118448092
54_2,2,2,510,54,9.573027611657398,17.43155071095769,10.706666350908899,16.91484376758553,8.644628200657932,c,2,20.137124281634016,19.60683519267857,11.678934226378395
54_4,4,2,511,54,11.796138787357007,21.01310421401785,10.07298525366972,21.993503619382007,3.185079248213101,a,3,20.795103560148082,20.16272148549835,16.86226012437598
54_6,6,2,465,54,10.932383607031479,16.567257103142925,10.73832808103178,16.28905665610241,3.335382849312148,c,2,18.40492372386394,19.65738419280368,18.114681690648982
54_8,8,2,427,54,9.407730171611925,22.42888709681013,10.809510579773992,20.37226204708229,1.1250433729284488,c,2,20.252387678917536,20.11353622347718,21.92476940127623
54_10,10,2,399,54,6.885626573822525,21.09480202898599,10.888978987129539,19.911441105605903,2.4821809133560433,b,1,20.11178293169249,20.403227250091696,22.728215557743646
55_0,0,2,539,55,11.552816923922233,18.46106717643655,11.023708760601494,21.165584990895518,2.5996931566182706,c,2,20.174831350342696,19.339786642197065,13.523631792695486
55_2,2,2,473,55,12.873844249509544,21.72345811301312,11.610297468679004,18.777102202218654,1.8427941020712517,c,3,20.02806409409959,20.86631065315693,12.850393232700712
55_4,4,2,493,55,16.723902197001273,15.137878403871296,9.973558995195594,25.97003043412173,7.576808422371053,c,2,20.136381493811847,19.904255020647263,16.591339329054538
55_6,6,2,505,55,1.9800308521911738,16.31309553844647,9.623422217667839,15.782833188447004,1.9768162226930415,b,2,20.823285587391165,19.509786779165474,18.825981524748887
55_8,8,2,568,55,8.966764277128007,24.67769200195417,9.262654776641902,24.081687363925585,1.75398004757685,c,1,19.563518761265048,20.890238855292637,23.9493691354997
55_10,10,2,439,55,10.390636688449703,15.325439083239813,11.937746992696193,28.277293733589083,4.951492407016757,b,2,19.541128011019328,22.136241558455826,19.852083856394334
56_0,0,2,369,56,13.346364667752116,25.061681821974165,10.188472269969175,30.183755163001862,1.1540523611911921,c,3,18.891821231608418,20.41125781858423,12.320196206236314
56_2,2,2,377,56,6.705436862332906,20.959593999815596,11.079682626289216,28.696022870415227,1.881186648940326,a,1,19.94193395882963,20.701335890248135,12.272688044538613
56_4,4,2,280,56,12.994676681673097,27.146048382863366,10.158641690853775,22.031760685346203,1.8426026142645036,c,1,19.163259754857496,21.538282712325216,17.449789510166003
56_6,6,2,374,56,9.545949010435828,19.996203945968464,9.078783743981043,18.369071894630363,2.1172303057501547,c,3,19.250339790050514,21.04759683242164,19.11049934615455
56_8,8,2,258,56,7.447533071959706,19.756896716197865,9.27240717002161,19.28865014433789,6.002361060941642,a,1,20.14335143886594,20.891870972976147,24.021920593092496
56_10,10,2,250,56,11.361407802338455,20.486342104982782,10.78979947674491,21.572768564391435,2.6131013808338563,c,3,20.424356905725713,19.27457670365081,19.608596579571795
57_0,0,2,577,57,10.381663933478393,18.675680194265418,9.572567067836571,21.447034443630873,5.115472176813342,b,2,19.89877503328962,20.041731296265006,12.097512665325233
57_2,2,2,610,57,13.210027712410684,22.71849544348005,11.253711221106181,25.43770804567122,3.7918725532480644,a,1,18.947060411042298,18.87690684209872,12.351712646244358
57_4,4,2,426,57,6.413428579924683,15.737458095719958,10.475579817383569,32.02291127554814,1.1461478013660595,c,1,18.898927594646857,21.40230630861921,15.406039687559996
57_6,6,2,463,57,11.145017570697927,18.85025250538426,10.76707395747528,12.306934992541985,1.582390551594769,a,3,20.159118720581414,19.064010203329513,21.167314356523317
57_8,8,2,471,57,12.472121607134499,19.509699921292157,8.597078520849522,26.08063635365462,3.5875884065549126,a,3,19.30728240809732,19.168090941934604,24.432255828574217
57_10,10,2,410,57,9.135097574759039,20.844297923254988,12.214361195737538,17.17223023540898,0.5954321098498904,a,3,19.385980601849223,19.859772127529276,19.95033429931764
58_0,0,2,532,58,12.254243404040013,22.259628874713364,11.9608198225817,22.068006342209134,7.565547043202747,c,1,19.468908891002584,21.15698544431233,10.622203315830507
