,TIME,DATASET,FEAT1,ENTITY,NDSIG1,NDSIG2,NDNON1,NDNON2,CHIFEAT,CATSIG1,CATNON2,CATDICHO,BATCH1,BATCH2,LONG1,NAN1
28_4,4,1,381,28,8.097000388477433,12.272400799986798,10.876968884370857,18.606228980513457,6.139461001735498,a,2,1,21.932761940412952,17.701047576035517,15.302923200386882,
28_6,6,1,407,28,10.281535489555695,6.5412125291325545,9.681154469053578,19.916337699049294,0.8015447055872238,b,2,2,22.883711585717474,21.318699048731716,19.434518678610377,
28_8,8,1,405,28,8.00395372582489,9.908938330470354,8.739625468700556,23.90945013949763,0.28570234962108443,b,3,1,20.457510097644928,18.724196364375107,20.78073705654165,
28_10,10,1,384,28,11.081765168130158,8.204861795885654,7.798248417393946,17.411506976325,1.5430931631031646,b,1,1,24.068336125756147,20.2803907491859,22.415219894118515,
29_0,0,1,498,29,12.817980500597285,13.718358967449618,10.037129596681812,22.324697794333275,0.2959574481521098,b,3,2,18.988675933179735,19.946350762830704,8.223263618184646,
29_2,2,1,528,29,7.622716021245694,8.046507395465735,9.912223382401562,19.8102970917701,1.2580817368693065,b,1,1,23.19262782226523,19.904143208102504,10.323016703476124,
29_4,4,1,510,29,13.17400694063642,13.318223377183589,9.623079936601625,16.8191587120472,3.2841759635286327,c,3,2,17.78591960285116,18.722973744466255,16.49904049969301,
29_6,6,1,387,29,13.053496681371406,11.521600750674176,9.211569704705589,21.855172274107062,4.167848883036436,a,3,2,21.68352263307138,19.85435913195382,17.569877117193535,
29_8,8,1,408,29,4.463787016978417,13.564076886054353,10.313942716836632,14.365142111015262,2.0508311895231053,a,3,2,19.851153243447808,18.87698996801682,18.538331332777542,
29_10,10,1,205,29,7.013861342639236,8.868432261178476,10.630048903398585,17.849215636023867,1.859259465415045,b,3,2,18.49658775635541,19.52535161303929,22.824961727699215,
30_0,0,1,592,30,8.976738660537405,2.2336646208809405,12.813102263506973,17.332369952290893,0.359478079818094,b,2,2,19.58723616897406,19.81953824293701,8.54346416949769,
30_2,2,1,530,30,8.071837707308516,6.47176512454628,10.065166582406963,16.716923905450855,0.3217985507684645,c,3,2,17.61307857755787,20.20493138647002,11.07420175486,
30_4,4,1,419,30,0.9559833163276927,4.814473235680048,9.164659632193574,28.74947724923167,3.805605670801591,c,3,1,21.656987532674396,20.99977519489129,13.477973788022645,
30_6,6,1,603,30,12.497063353048196,9.01670019571626,9.086749069086189,21.00407979624621,0.783786517514136,a,3,2,24.28093726268753,19.444683565254696,19.008766015430297,
30_8,8,1,439,30,9.581850109896695,9.884034584028988,10.625201536055005,20.974514909326356,0.6420460665019225,b,2,2,23.48828271780006,20.61844266058368,21.02698310132445,
30_10,10,1,375,30,10.289854451636756,7.980808640093968,10.462556462914055,19.015673478371287,1.3125849909048466,c,1,1,22.423908309881067,20.560693564523575,25.87253921483554,
31_0,0,1,395,31,5.804920799906703,8.21374700515646,8.620056899560604,19.464156405813025,0.5689597488915876,c,3,1,20.30523721129349,19.415789796946324,9.590574307892407,
31_2,2,1,474,31,11.515346771250542,10.556396488219079,10.000495009646768,18.59624557179183,8.656669395763808,a,1,2,16.180411347658037,20.07176619815136,13.422014754330382,
31_4,4,1,441,31,10.158881963685072,10.591517195234852,9.16832721693111,17.102832893716908,4.740025404313281,c,1,2,17.147981099734718,20.32296179016948,13.696173570460731,
31_6,6,1,255,31,9.094888866469455,11.457881100537342,11.302594700586281,22.465552505238406,1.6520301907413926,b,2,2,19.636835427433844,20.872357522793006,17.38445988411758,
31_8,8,1,327,31,12.27930970288061,5.458562102104612,10.166033448782004,23.264324238660983,3.2009859706846933,b,3,1,23.539445231590015,19.64927011972779,22.105618748288926,
31_10,10,1,231,31,12.211443828952024,9.23610724898995,11.211833804002705,20.138281302316404,1.5735697578820564,b,1,2,19.86098391352716,19.391757152525685,20.580129619817523,
32_0,0,1,536,32,4.957120547806244,8.260883552683156,11.802951409638787,19.840148027780643,1.9839587512995345,b,1,2,18.736518464329848,20.72722256953912,9.626829187950678,
32_2,2,1,605,32,10.279587335517288,12.08663286210272,10.189592701870986,25.23109831065551,0.1957529100907005,b,3,2,16.04205448744507,19.9595708223757,12.008270231388538,
32_4,4,1,456,32,7.154014678569466,9.349097907847819,11.057864159060854,15.884092609394008,1.699843127786905,b,3,1,22.253656777000618,21.06671859902934,13.900969015738442,
32_6,6,1,463,32,11.664832882651403,11.443080808005192,9.83052274276816,20.434592858520787,0.8123558251315359,b,2,1,18.244655283611305,19.669762287692567,16.17704645041496,
32_8,8,1,463,32,10.901239859226802,11.667567843369778,8.844520380269204,14.643432915013449,0.3685495101641231,c,2,1,17.487510716644543,20.04634695315723,20.43533232576082,
32_10,10,1,376,32,10.444769164096376,11.731724690812584,10.055623202847801,18.380286316001147,1.7235991156318022,c,3,2,21.829745143528203,19.13350679565906,20.521661999324316,
33_0,0,1,477,33,13.92247705289704,9.94049692105193,11.747961206313427,26.309275843202524,1.014844097798736,a,2,2,16.378444579351388,20.50001011838855,7.324493970938761,
33_2,2,1,394,33,5.1720469300063145,8.65104897063659,11.004463186296368,22.172409579937543,1.6706600158297888,a,1,1,17.407330423223115,22.23608976048717,11.220394640290992,
33_4,4,1,433,33,3.880731904417571,11.236257089047477,9.765641454889952,24.716105641409417,3.0376141224335313,c,1,2,20.131996206715307,20.774463146668506,15.406611058122738,
33_6,6,1,432,33,8.216422873969263,7.042532165902878,9.944415655571799,18.47165658035864,1.5661034022146398,b,1,2,20.649193802769087,18.39950136989331,18.949636917699294,
33_8,8,1,266,33,9.8653284524668,9.000024195270491,9.248564590967126,14.6365963448075,10.177736323960392,b,1,1,22.699759290889475,19.524963170828645,21.32376717243175,
33_10,10,1,246,33,10.299164250776112,7.9988113943754175,9.859504349519872,18.014877685665216,5.696109849652847,b,2,2,17.504320686974314,19.899081412747357,21.544700095439765,
34_0,0,1,504,34,9.462646393104196,12.089502923876356,8.682277370954463,21.71363294032008,0.3459801461296005,b,1,2,20.543746584743857,19.326936054872522,11.824405734996747,
34_2,2,1,696,34,9.436641297358085,13.332949352580613,10.067913077080734,16.193726089219588,1.3933143013804827,a,1,1,18.94065481630225,19.087456264898375,13.615673772807295,
34_4,4,1,432,34,6.130519008391348,7.459106273322958,12.071196076532413,24.071984984957158,2.918151827044294,b,1,2,18.73211491886104,19.317690713384675,15.706067113122911,
34_6,6,1,508,34,8.780955998981465,8.468389602406308,11.27469746709572,21.611039055963737,0.749332764617367,b,3,1,15.693570162703391,21.005046852187306,17.500343938670124,
34_8,8,1,429,34,7.299423268730875,12.170046823597641,11.008771489636256,19.556360933054084,1.001023920510045,b,1,1,19.030587232948815,19.49594798170191,20.458027266104093,
34_10,10,1,349,34,4.5848138307817266,12.767268799337542,9.792045449911795,14.077507004918537,0.06033734870401221,a,1,2,16.452046917916977,19.5983203698492,22.682599902130725,
35_0,0,1,508,35,10.69070137956659,11.841716110418584,9.008595870459011,24.0478830213919,0.912758430393524,b,3,1,18.98153167978555,19.333151548000746,8.313371279748331,
35_2,2,1,390,35,6.556256482138561,6.145272755366446,10.118385482809144,20.675774218294478,2.4741173865864425,b,3,1,18.318362073811084,20.171607122752636,14.075365509230771,
35_4,4,1,277,35,10.776917360038889,7.013665574245298,11.620688866131237,17.146228468641482,0.5950361216124991,a,2,1,19.576447043296362,19.060449583678214,15.219779235819805,
35_6,6,1,251,35,3.13549199579362,7.485231135342243,11.101623009606136,19.208202238326404,1.7153777350643293,b,3,2,18.843715970347787,21.127466320638028,16.822872990349996,
35_8,8,1,275,35,9.459641134125466,4.774421107771516,11.640450328754705,17.353044725771976,0.37930310390234406,a,2,1,20.42222752193564,20.487780787200442,19.19844427102757,
35_10,10,1,256,35,12.960521307367454,12.639517200636458,10.128808848092,25.761082573572807,0.12839374283762528,b,1,2,22.829686761354118,21.33085462373709,23.083642275482188,
36_0,0,1,668,36,9.976572125374174,11.465525918684786,10.460242218599117,19.21898472956978,0.45937998969879146,b,2,2,23.04880272662601,18.820336860538305,9.86565699221665,
36_2,2,1,561,36,15.226735588092316,14.015191780109852,10.628585189755533,14.523663120448699,1.3593217461868912,b,2,1,22.18471469485048,19.41517987275301,11.606182708474009,
36_4,4,1,572,36,9.654712998342102,16.331959592229282,12.389325051079817,21.750505530082254,0.0071169720429263734,b,2,1,21.318009131594856,19.901346546038695,13.551848425056884,
36_6,6,1,471,36,10.765775160757519,15.393911867986231,11.741251757149964,22.785836883857684,7.204419504411295,a,1,2,19.161647682778945,20.232781870016886,15.740418651569023,
36_8,8,1,477,36,9.544092174531729,6.7060554518238265,9.488009128288649,21.61838086417474,0.34721038345018224,b,2,2,22.719058477487554,19.427362496453473,19.762188411070117,
36_10,10,1,448,36,14.835126822596237,13.677247351560865,10.524386978278068,19.82851194370289,8.238250430827268,b,2,1,14.943678673769378,19.666897758127853,22.998150667462966,
37_0,0,1,398,37,10.266292679533004,11.211173087825662,10.448318097465235,12.635849211535723,0.7446257432943816,b,1,1,18.328329707991056,19.403879047770925,5.88682860331329,
37_2,2,1,378,37,8.14042761575092,11.760647933865496,10.116562557242897,16.864031103551124,3.3898254001069983,b,1,2,18.133598112375008,20.306069366876834,10.041650326042976,
37_4,4,1,400,37,6.571951384568357,12.710645839381815,10.383596702885251,19.79158408662113,0.8119222176648058,b,3,2,16.684151795159632,18.60990559993588,15.847800005571928,
37_6,6,1,284,37,8.684830645795774,9.906894538225666,9.27890624774838,15.090953668865817,0.44588048274001313,b,2,2,13.775882204000204,18.530099497469266,16.491027771193465,
37_8,8,1,284,37,8.753176673355458,6.8992050486681284,10.050612725298118,14.022938361966194,0.007704117792684812,b,1,1,22.583648635619703,17.85427067581093,19.865033411029717,
37_10,10,1,150,37,9.704318403936748,14.524805144309262,11.272374603219626,17.771955620374246,4.210805919907249,a,1,1,19.207375663348177,19.40267176788339,20.758778659397706,
38_0,0,1,620,38,15.677165948298594,9.205645598965912,9.964795764085395,19.471112106959904,4.4109628762672815,c,2,1,21.22039520339405,17.762151519695106,7.608317961212815,
38_2,2,1,714,38,10.383449918214943,9.786217310669931,10.312924607993905,21.733705460729052,1.7505614273391805,a,3,2,20.317236741758837,21.736702557176564,10.947611440381891,
38_4,4,1,477,38,9.396312622636733,17.55665101434174,11.077895563111028,25.7380986865176,5.477139689652227,b,2,1,23.342267390998714,22.96971489283443,14.12853440181591,
38_6,6,1,531,38,10.783540320083805,5.371942307841171,9.58244747987681,11.89979179626092,0.5897328687797078,b,3,2,18.733589987435906,20.485789484799422,16.958310079725674,
38_8,8,1,401,38,11.101697196090655,10.558688687661586,9.942688818186388,21.852278366773497,3.601915340527537,b,3,1,18.778104936271113,20.850794902394863,19.288756269596085,
38_10,10,1,375,38,11.354312573885656,9.597357175240209,9.48638242380637,25.673284063774304,1.9834042426667968,b,1,2,18.199404662310542,19.627257761680443,20.26731037986709,
39_0,0,1,578,39,10.81117403967839,7.484201205430741,12.142125041523393,24.90193074960526,1.6298374129019544,b,1,1,18.493271373309057,20.410458187490505,11.152234103577142,
39_2,2,1,435,39,9.68812144536713,6.828312409228056,10.83467083583544,26.576632584882038,1.5372203101949062,a,2,2,19.49211833993618,20.24133491214498,11.315355875152449,
39_4,4,1,415,39,8.293769268786221,9.282149139664952,9.182230382956886,18.96936309542663,0.0488497598393575,b,3,2,19.604454224109176,20.18241852307405,15.65553726594823,
39_6,6,1,284,39,8.225734169181479,12.481225725972104,9.897122469804131,23.316164692165636,0.4851753136749032,c,2,2,20.892061439618537,18.56933961247447,15.302186853192344,
39_8,8,1,356,39,7.322910861839501,12.007001830172479,9.09843053383646,25.477992407955266,0.44166055751928734,b,2,2,22.053699039029702,19.241257185607072,17.93564128756784,
39_10,10,1,400,39,5.427657489742421,8.544023653916414,10.871059780530539,15.876958683378842,1.1107754181199339,b,1,2,19.962524952139383,20.41600342017704,21.590323063421177,
40_0,0,1,368,40,12.495432125155869,8.85760948995598,8.965750682782286,25.420948211846596,0.6839318130266338,a,2,2,19.943424061208404,20.725913862903532,8.88021966351642,
40_2,2,1,428,40,8.690825712359214,6.460891370302571,10.286278850035538,20.825954870837396,0.8211555872319737,b,2,2,21.148410602563654,20.591438533838968,12.15785968397211,
40_4,4,1,414,40,14.681877938683353,8.484533583717287,9.42752814468558,17.147377617007564,3.90637214748413,a,1,1,23.53929168811733,19.80561653919831,14.304143559077112,
40_6,6,1,326,40,13.907097737367309,14.373707800684535,11.54445134388547,16.556866495009757,2.7836377043504537,a,3,2,18.225813412093533,18.688907002736954,16.35199823490053,
40_8,8,1,234,40,6.705419512520299,10.829861621451757,9.24104464624771,19.880409611432057,0.06495076744955477,c,3,2,20.387513542636004,20.085693184092875,21.346064618223945,
40_10,10,1,298,40,10.037996741218434,12.888778483069581,9.39429478301442,22.584901430252547,2.8187970910127342,b,2,2,21.47074811481956,19.70674330965315,19.160540979960388,
41_0,0,2,493,41,17.380911285609148,20.220764591062792,11.24821864943899,26.465165927206066,3.2907116259939713,c,2,2,20.38619572643247,17.400215376154787,13.485412619771825,12.166542359825076
41_2,2,2,467,41,16.60564492772131,21.452528637425647,10.157228902981453,28.270919185994728,2.1340884375248943,a,3,1,18.76072010072582,20.085101514419904,10.783412232269857,10.690794719640143
41_4,4,2,457,41,5.445596419682543,19.825372364822194,10.032114721300623,22.58489521953386,2.701606736519049,a,1,1,19.158992470537843,19.23857938846671,14.311472780559976,17.99692648371301
41_6,6,2,345,41,12.733610529597348,19.71869523800242,9.827825306219276,23.656715070700848,2.005585949116004,b,3,1,21.182092795688188,21.36889287839133,21.389692290582776,14.469222454175492
41_8,8,2,337,41,11.214709391373123,19.734499161111753,10.425109934308407,26.317866774212785,2.7555862498249555,b,2,1,21.265161049096022,20.154418667735094,22.332178877602278,9.326000896441968
41_10,10,2,401,41,18.427753001459656,20.534707531487538,10.209982107899211,12.494015425199382,3.9588952749717135,b,3,2,21.152849977318816,20.5012820640197,16.31361062382065,9.40185807616491
42_0,0,2,503,42,14.195467181897943,17.771817976976685,9.8494189475674,31.18224958710784,3.2976332014458936,c,1,2,20.45106449731276,19.453648624565854,13.111767041227875,12.249569545569571
42_2,2,2,515,42,13.164003576299006,17.723074930885165,9.936646631253083,20.702344959949375,0.56329239196946,c,2,1,21.40445041986601,19.909487264359402,11.902845273887145,17.384414766845047
42_4,4,2,437,42,10.529094350232011,18.274584544024048,8.647076342983256,28.39221056098019,4.984333763341063,c,2,2,19.758597084828565,19.032974574308774,16.949767006946068,10.261047157994225
42_6,6,2,427,42,3.939695625949785,24.89897067947715,10.418066956305951,26.167793309938354,1.1281215804022917,b,1,1,17.98822206075238,20.218263944120146,20.370983696290995,14.642261371537534
42_8,8,2,581,42,14.809092162738839,14.112321391590582,9.676499387863098,20.60993501518956,1.330261601409156,c,2,1,20.478649141346963,21.814363931661116,24.141737155156708,9.179762863443518
42_10,10,2,527,42,17.30616012444874,20.825924956164034,9.251304816179285,19.27338759729395,1.539495156952719,c,2,2,21.567051293980548,21.97674634396168,20.168048727433685,9.378705008857045
43_0,0,2,446,43,12.378943775584487,18.86233918868864,7.430595019257652,16.03508665228263,2.1786833949038127,b,3,2,19.20241947217062,20.209901727429813,9.831206429644855,10.870493295199804
43_2,2,2,453,43,10.097102180425056,24.277013740419925,8.77808371873625,24.12541657128429,0.7614794978364989,c,2,1,19.33853145622985,20.012406044911693,11.943305420686567,13.742561518554396
43_4,4,2,398,43,15.195066094807522,22.993409547634315,8.165670135921587,25.02538972373381,2.445050889924805,b,3,2,21.190715629017063,20.898391116500473,15.460362255287853,10.055299665998554
43_6,6,2,297,43,9.231111220548396,20.57030459977494,10.576811331758377,21.48136977831051,2.4315852894256555,b,2,1,20.918441468782955,19.947281349499807,18.058132486499833,12.153186772137882
43_8,8,2,370,43,8.188494212252166,19.81205669157671,10.866406572902491,11.480447091697732,2.049817359786811,a,2,2,20.262544788143327,20.044156152981518,25.38153774794826,11.517874096127164
43_10,10,2,333,43,12.052173323463428,19.90269306104084,9.670524802129012,24.946698186450377,2.043768037576276,a,2,2,20.645305341750035,18.099854032263472,23.03472509247358,8.042901686259025
44_0,0,2,395,44,13.889774390670667,13.187655798570836,9.316745200091711,27.984390518036946,8.242667514850163,b,2,2,18.175178626171146,21.689022316005193,11.484381978317394,11.120562670429388
44_2,2,2,372,44,11.503044252156634,21.174414533678405,10.72145850259995,19.568361200560844,0.9294087194828893,c,2,2,19.454136817963224,21.10763687952975,10.910540823187464,17.185811682604026
44_4,4,2,287,44,14.655118171702753,23.219203020993277,10.471499509518333,13.473179439815155,1.3523592868890122,c,3,1,18.45744448346934,20.139226250832106,15.600410795664576,10.925964337071798
44_6,6,2,354,44,13.180307656685748,14.635724274431517,11.135986985631918,18.827955891907624,1.2531393225433904,a,3,1,19.30432589382199,17.018923038139338,18.82451366654927,6.397065564330822
44_8,8,2,356,44,12.09815272859133,18.25128290388494,9.856564145244981,20.405763536523,1.3990110873484003,a,1,1,19.71782519954071,19.917170290815818,22.88308762205669,12.724883485532487
44_10,10,2,345,44,13.617702636841894,22.164680894022915,10.968549072204535,20.059710498992004,2.2973281877999354,a,1,1,17.40679434647433,19.193812786850064,17.420418273573045,13.847039508637733
45_0,0,2,599,45,9.736898779474892,20.79918662700707,8.88919003661445,26.456026989281874,8.29781287263616,a,2,1,20.03260240200714,20.746484998859216,14.823387809483833,12.152752257214582
45_2,2,2,566,45,13.344845808497972,18.151250700285694,11.361279245200004,18.545073875939277,3.3831007360260075,b,1,1,20.602219275950656,21.259587976243218,9.40871451425246,12.760869541997938
45_4,4,2,430,45,11.46262025492441,21.015884161054093,10.080326847297583,28.646952130212544,1.6480924218822541,b,3,1,20.726044570938633,17.270642388927648,15.347067492626502,7.673699274067266
45_6,6,2,606,45,12.923945477240252,20.46713561828412,10.016926740858771,20.50621043792973,0.19617395560231526,b,2,2,19.336162483789504,20.96887010250328,18.280669578346338,16.096212322988215
45_8,8,2,510,45,11.291430083850798,18.824923610131627,8.88415320213705,19.19767121167951,9.372795574891724,b,2,1,20.48905823024063,19.74901728100253,24.58248775061158,17.418015308717486
45_10,10,2,499,45,10.599279278845795,25.9983840952091,10.053153663062336,27.49849177679654,6.021767785403214,c,1,2,19.816718063461007,20.666524737475232,17.38237958931057,4.703932296683503
46_0,0,2,504,46,13.362547807645786,19.291670921576276,9.529803544476092,19.291868438629038,0.34917942096437926,c,2,1,20.728768820029657,21.553162379632372,13.794576384345238,9.45626551680586
46_2,2,2,514,46,11.905629917938843,21.23333586131489,10.633026517008638,17.17960928630965,1.9695696949631987,c,2,2,20.695987738512994,20.780512828655272,11.063045512243871,15.066759004673346
46_4,4,2,275,46,12.724258979340895,20.042410945478114,9.235982958626794,21.907976632590362,4.596949169185248,c,2,2,18.356815224930052,18.762412568764397,14.616609052612656,13.31263966302539
46_6,6,2,499,46,11.777659281985555,17.589930996620907,10.687885749859007,23.196129368985137,2.612749565302053,b,3,2,20.73414223488991,20.274217409113366,16.012949497641774,13.631683875358217
46_8,8,2,467,46,13.501114518862469,13.749184644118841,8.86181575643632,21.914109129277946,8.079751149089724,b,2,1,19.288078212275188,23.148754550166544,22.487041436793373,14.029607898373975
46_10,10,2,403,46,12.290891646571712,17.833178882342207,8.444284321811143,19.775260327339478,0.9186256712911711,a,2,1,20.737091011844562,19.35142458613599,20.03071539628553,11.5021634554858
47_0,0,2,600,47,11.741090575658719,19.508461761172097,10.45312344107844,21.624677531719342,0.8152715258297555,b,3,1,19.137061852803495,19.416493695845325,11.17304184664383,15.359839088597909
47_2,2,2,595,47,15.457578834932526,19.448568152750166,9.589095449489418,27.075159447101743,0.40266088908993647,c,3,1,17.952314521579257,19.323998523227726,11.88641452146973,8.488372377056184
47_4,4,2,427,47,13.135339951890352,21.196393331627895,9.677888840305313,13.1100457730482,1.6368304204414628,b,2,1,20.05087853736368,20.858318994416493,16.037649544376464,15.666163527340991
47_6,6,2,351,47,13.920895244267097,18.009595087668945,10.958145392378205,18.313833501146206,0.9757735788357177,c,3,2,20.610485434386305,19.018649896572644,16.787956789497446,15.254277894296452
47_8,8,2,492,47,8.622972192127271,18.001915268656987,10.525885246437998,31.68417683599298,2.0248623873317784,b,2,2,19.85735289331736,19.843448775217446,22.441025187770972,7.410411105017284
47_10,10,2,257,47,12.596967644504685,16.813140044759326,9.266679434794025,28.18544300993287,0.6752244130893487,c,1,1,20.917150476263537,18.834488463651233,21.30920570461367,16.186439527745172
48_0,0,2,673,48,9.161008770484942,26.800977179710706,10.027660175904686,28.75554281515628,2.963350214141242,c,3,1,21.764018942847287,19.603140239515685,15.722054710487013,11.214757116239717
48_2,2,2,558,48,7.450800992664645,13.819772970747234,8.23360079197538,18.150761833249035,0.30687542441342686,a,1,2,21.69281390386703,20.21914916962504,13.808464269651259,10.260533265281321
48_4,4,2,476,48,12.464352370485747,18.026661947216105,10.38288681587001,14.846341087538777,1.185151987140876,b,2,2,21.47600831661441,21.38671148172105,15.879077550022133,16.075398924203622
48_6,6,2,395,48,14.47140788193954,16.431770059313617,8.432437441921012,20.322992585306586,2.4643022482738934,a,3,2,19.534351918933453,16.991182865946612,20.74236654221608,10.61992311327515
48_8,8,2,542,48,13.722564713311591,14.516660623906223,10.623176175146414,23.128112790567428,5.468403992263901,c,3,1,20.109566005610287,20.79117134859845,22.07526153780344,10.809846737351407
48_10,10,2,415,48,11.915651917967047,17.17285154222342,9.014949689149091,12.40310673885392,0.3729583893000264,a,3,1,19.35391281813976,19.754761366918288,16.158734199021424,15.0264683494042
49_0,0,2,368,49,12.949893094292435,17.353193889611617,9.54390019091654,29.14577856317176,0.39270296684537,a,2,1,17.82779445211657,20.29636902485256,11.78307796882001,10.587910551313552
49_2,2,2,172,49,14.92609383389612,20.530256862713397,9.168712824574767,24.56286204595655,0.9376985963903909,b,1,2,20.790946696325626,20.87169507143837,12.809814805953318,7.5116971977385205
49_4,4,2,231,49,17.930836781990653,20.0693550156264,11.494790044334293,17.898722376682898,0.9015882947843973,a,1,2,21.2904102764854,20.007997951446548,16.365542707464922,11.36218133022076
49_6,6,2,165,49,15.350950491433796,15.545985472707669,8.951007420389734,15.407049991952254,0.3244263270664919,b,2,2,20.76621468084258,19.238662029778713,20.781403972559126,8.77326103252548
49_8,8,2,214,49,14.767866015832602,15.157299113184003,9.64654545121085,27.532927541696044,2.8243150096991547,c,3,2,19.851097789137846,19.95669799096921,20.962824264751173,10.078938838996766
49_10,10,2,182,49,9.045762115783026,22.848664238348423,11.355750976637648,17.500539121220257,0.8019548613571895,c,2,1,17.718489694697467,20.949868727536373,19.378832517959257,10.9408458047338
50_0,0,2,524,50,3.1310835885471757,15.400113661110792,9.027547034234154,19.48265985585479,1.3495543259259741,c,1,2,18.311696758317098,19.80332627472778,14.935486979201317,12.795273430059078
50_2,2,2,324,50,15.079011050901627,19.038622521316658,11.484831526112707,21.001646935824954,1.4433048284757406,b,1,2,21.575525111043987,19.149603877130232,9.754617474024409,14.551845930275098
50_4,4,2,322,50,11.240902235413005,19.258191227209245,10.232993479985828,28.184714392272923,4.098718255691542,b,1,2,20.338158505792173,20.40934265386037,15.109255308324828,3.826295580813264
50_6,6,2,217,50,19.308126007637753,18.42146017187424,9.462531475325042,12.92544904265201,2.5711499086805634,c,3,1,19.796900930795374,21.662399599047234,19.05558273508107,19.26525334961528
50_8,8,2,337,50,7.586856383612359,14.585091074134489,9.333717486950805,18.555329332387828,1.1403347031727902,b,2,1,20.917955368672388,20.20937802478743,22.55024062532476,11.214824681643194
50_10,10,2,339,50,12.262800597050186,16.927317124507447,9.783355196967385,33.09312547093117,1.899177779778532,a,3,2,21.509445105981037,21.18044573384282,19.466853362027003,15.68037032321909
51_0,0,2,618,51,8.954175019840157,24.481699775871142,11.41627159891164,22.33163095082236,1.1511776061045806,c,1,2,20.05007157133678,19.991335411454603,12.931484648394646,14.459082295980226
51_2,2,2,436,51,14.950129754310892,20.547989111653948,10.855042750713219,8.400203987147602,1.3728719539564038,c,1,1,20.436985655319074,19.80619411543284,11.092391965187945,9.760869719858407
51_4,4,2,475,51,15.916901878141676,22.95945879858724,10.100601378515448,25.21889373526332,4.113293791897249,a,3,2,21.886347844799445,17.974356285086625,16.518997350207496,9.683322500944021
51_6,6,2,415,51,14.947191973629646,20.456090470784474,7.036936857628193,17.414518580388908,1.7476057647990308,a,2,2,20.159360156769626,18.61037192974211,18.870531335721342,10.344124130633407
51_8,8,2,595,51,8.64050508152324,20.700138187465647,9.183202288183335,17.104721342951688,7.94868060094491,c,3,1,21.139069303736598,21.341552223067847,23.527057916052865,10.180811974535063
51_10,10,2,469,51,9.532635261529787,17.88736009989188,9.495708185916534,32.11270665513906,2.956112215263706,b,1,2,20.06608333179169,19.67265447224792,18.984612800984504,7.983568203910922
52_0,0,2,523,52,18.51658074465805,21.864052627145945,9.291861266047313,25.326555630719447,2.336831451574097,c,2,1,20.23960340570217,18.74089599101504,14.510732955053683,15.212623278234368
52_2,2,2,459,52,5.8245784048848686,21.456641319589956,9.163459241365807,29.39839340722685,7.986157215115094,c,2,2,19.539501039812993,20.879334354407113,10.112820587500206,9.101377107430443
52_4,4,2,378,52,9.370384088050239,22.508625353839,8.071850466917715,23.98592928866062,2.9667469802873323,c,2,1,19.708647559287773,20.635117706361246,16.309564776582885,12.077495246260659
52_6,6,2,360,52,12.449155290872381,16.577526517425078,10.280468064668172,17.46335744424417,3.300792428304921,c,3,2,19.75372416783679,20.33150335949942,19.650824894345686,18.000659700345
52_8,8,2,338,52,19.456568792021464,24.851106125985474,10.255568630404722,15.757119248040727,5.7620744568644575,c,1,1,22.100292946841886,21.52669248642395,24.84833285346371,12.676952761788222
52_10,10,2,394,52,14.942133167414116,19.827825461648153,8.805170662812058,17.157657119842337,1.780764951183535,c,2,1,20.424871106012546,20.740708672372254,16.96936098833617,15.222362544150046
53_0,0,2,389,53,9.492906188107893,17.80149585659162,11.127308864372786,19.388011595212262,5.289965028395454,a,1,1,20.178280196881147,21.362324648045973,14.383484935077448,12.085699139196683
53_2,2,2,361,53,14.566756564846095,25.569967108138215,10.785727158184576,18.323508320793753,1.2024524820321516,c,2,2,20.990011989292704,19.817605142372418,13.87738278545643,9.42319282800518
53_4,4,2,374,53,8.329815330887286,24.199650170464913,9.542636756650632,27.87756540060731,10.96086577302427,a,1,1,19.73620494943339,19.85799848901476,15.24884937955306,10.303621443887705
53_6,6,2,212,53,9.37245482093785,15.662737493287864,9.790814383058203,9.957581061641813,2.8662645232453112,a,2,1,20.973713545803847,20.75482961710564,15.58257090039245,14.471187485568638
53_8,8,2,258,53,16.45175001366958,17.268291029935995,9.901687065320651,19.81377023872169,4.232679103588041,c,2,2,19.111502281243542,20.44117710272765,22.740788085497936,18.6294980371265
53_10,10,2,301,53,18.02636510603871,14.636400621695866,10.28758922645986,21.157295614292142,1.484519148241607,b,2,1,22.009234116612426,20.226198518462954,19.0811517731801,9.816327009216696
54_0,0,2,505,54,10.919529366996036,22.574778312598873,10.05936220938746,22.223433445014592,0.9027999503839343,c,3,2,20.696769668042922,20.019056409960072,9.640553681224286,9.022317938937729
54_2,2,2,510,54,15.930001768136062,20.667784524600282,10.148022734435607,24.019411768618067,1.7024928395953602,c,2,2,20.626713169559057,20.735549020765802,11.544537652404435,11.534530370799523
54_4,4,2,511,54,14.163587773907953,20.19346355348151,7.853888466398949,17.99406534007522,2.457029605988055,b,2,2,19.309229058206633,20.91901066259525,16.487384871066975,11.720682300191068
54_6,6,2,465,54,6.777063689581533,21.078754449967033,8.3632908375528,12.3735052798225,2.344212964574666,a,2,2,20.556995390095565,18.505725486852587,17.256047609437054,11.048334446146947
54_8,8,2,427,54,13.397812732452028,21.821108455849284,11.090287488943009,20.656786267835816,1.2936567829894081,b,3,1,20.495478865266143,20.74263728922674,24.275316232689725,10.227232913682844
